brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Lincoln,Town Car Signature,2002,"118,600 mi.",Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,5230
GMC,Suburban 2500,1996,"95,000 mi.",Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,25000
Tesla,Model X Base,2023,197 mi.,,670.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,85000
BMW,X5 eDrive xDrive40e,2018,"45,090 mi.",Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,30750
Toyota,4Runner Limited,2014,"146,700 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,24999
Jaguar,F-TYPE S,2015,"25,786 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38500
Lexus,IS-F Base,2010,"41,500 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800
Jeep,Wrangler Unlimited Sport,2014,"132,600 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,17000
Honda,CR-V EX,2003,"224,000 mi.",Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,None reported,Yes,3900
INFINITI,QX56 Base,2012,"110,000 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,15600
Tesla,Model Y Performance,2021,"11,200 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,47500
BMW,Z4 2.5i Roadster,2005,"138,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,9950
Chevrolet,Suburban 1500 LT,2014,"169,500 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Purple,Brown,None reported,Yes,15000
Porsche,Panamera 4 Platinum Edition,2022,"10,627 mi.",Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch",Chalk,BLACK,None reported,,99000
Ford,Expedition EL Limited,2017,"81,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27000
RAM,1500 Limited,2019,"29,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,49500
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,"74,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,25500
Toyota,Tundra SR5 Double Cab,2005,"170,000 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,11200
Lamborghini,Gallardo LP560-4,2010,"45,014 mi.",Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,109499
Lexus,RX 350 RX 350 F SPORT Handling,2022,"14,330 mi.",Gasoline,3.5 Liter DOHC,Automatic,Black,Red,None reported,,54998
GMC,Acadia SLE,2020,"58,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,27700
Ford,Expedition EL Limited,2017,"104,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,19995
Toyota,4Runner SR5,2016,"101,900 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,29000
Chevrolet,Suburban LT,2017,"207,571 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,21000
Jeep,Wrangler Sport,2016,"86,250 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,22000
Ford,Fusion Hybrid SE,2019,"64,532 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,19395
Porsche,911 Carrera,1995,"49,900 mi.",–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993
Toyota,Tundra SR5,2022,"29,322 mi.",Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,,44999
Nissan,350Z Enthusiast,2003,"74,000 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Purple,–,None reported,Yes,11000
Ford,Maverick Lariat,2022,"13,700 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Brown,None reported,Yes,39500
Chevrolet,Silverado 2500 WT,2021,"63,866 mi.",Gasoline,6.6L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,41885
BMW,535 i xDrive,2011,"169,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,10999
Chevrolet,Camaro 1LT,2017,"74,000 mi.",Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,19800
Maserati,Quattroporte S,2012,"50,000 mi.",Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26497
Acura,TLX Type S w/Performance Tire,2023,"4,700 mi.",Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,52000
BMW,530 i,2017,"37,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31000
Chevrolet,Tahoe LT,2011,"92,530 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,Yes,18500
Toyota,Celica GT,2001,"122,000 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,7800
GMC,Yukon SLT,2010,"194,500 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9500
Buick,Rainier CXL,2005,"147,589 mi.",Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,2800
Mercedes-Benz,CLA-Class CLA 250,2016,"42,750 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22999
Acura,TLX A-Spec,2021,"16,878 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,38781
Volkswagen,Beetle 2.0T S,2018,"36,824 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,23999
Maserati,GranTurismo Sport,2015,"45,000 mi.",Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,41900
Honda,Clarity Plug-In Hybrid Base,2018,"71,000 mi.",Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500
Jaguar,F-TYPE R,2016,"11,684 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54900
Tesla,Model S Performance,2012,"61,000 mi.",,416.0HP Electric Motor Electric Fuel System,A/T,Green,Black,None reported,Yes,29000
BMW,X5 xDrive35i,2018,"25,348 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,,33889
Mazda,RX-8 Grand Touring,2008,"81,219 mi.",Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,8500
Subaru,WRX STI Base,2017,"37,800 mi.",Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,32500
Jeep,Patriot Latitude,2015,"109,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7599
Porsche,911 Carrera S,2013,"18,494 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,,,86900
Porsche,911 Turbo,2021,"11,938 mi.",Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,,,209000
Land,Rover Defender X-Dynamic SE,2023,"3,678 mi.",Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,,81998
Audi,S4 3.0T Premium Plus,2014,"106,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000
Audi,S4 3.0T Premium Plus,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21373
Chevrolet,Camaro 2SS,2017,"62,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,34500
Ford,Focus SE,2017,"91,000 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,12500
Jaguar,XF 25t Premium,2018,"18,800 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,26000
Porsche,911 Carrera S,2015,"36,000 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,84999
Tesla,Model X 75D,2017,"94,100 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,At least 1 accident or damage reported,Yes,49900
Hyundai,Genesis 5,2012,"15,698 mi.",Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000
MINI,Hardtop Cooper S,2022,"23,777 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,30000
Ford,Mustang GT,2003,"83,000 mi.",Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,10500
Volkswagen,Jetta 1.4T R-Line,2019,"96,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,14980
BMW,X6 M Base,2018,"54,293 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,49000
Volkswagen,Golf GTI 2.0T Autobahn 4-Door,2015,"85,385 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,15550
Kia,Sportage Nightfall,2022,"26,468 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Pacific Blue,Black,At least 1 accident or damage reported,Yes,27875
Cadillac,XT5 Luxury,2019,"54,323 mi.",Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,,27998
Mercedes-Benz,GLB 250 Base 4MATIC,2023,"1,219 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,,46479
Hummer,H2 Base,2003,"179,400 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,15000
Mercedes-Benz,AMG G 63 Base,2019,"19,593 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,None reported,,159998
Land,Rover Range Rover Sport SVR,2018,"56,006 mi.",Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,White,None reported,Yes,59000
Jeep,Wrangler Unlimited Sport,2014,"122,200 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,21500
Tesla,Model 3 Performance,2018,"92,813 mi.",,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,30499
Mercedes-Benz,GLA 250 Base 4MATIC,2019,"60,854 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,,25498
BMW,M4 Base,2018,"10,950 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,White,None reported,Yes,60995
Cadillac,CTS Performance,2010,"105,760 mi.",Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,12900
Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,14500
Nissan,Frontier SE Crew Cab,2006,"134,000 mi.",Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,8500
Ford,Mustang V6,2013,"57,912 mi.",Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,18750
INFINITI,QX60 Pure,2020,"39,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,29900
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,"2,100 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,172000
Dodge,Ram 2500 Laramie Quad Cab,2004,"148,000 mi.",Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,4-Speed A/T,Black,Beige,None reported,Yes,19000
Chevrolet,S-10 LS Crew Cab,2001,"139,000 mi.",Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,7000
Mercedes-Benz,E-Class E 350,2012,"31,130 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23500
Mercedes-Benz,E-Class E 350,2014,"88,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15500
Maserati,MC20 MC20,2022,"1,220 mi.",Gasoline,"Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr","Automatic, 8-Spd Dual-Clutch",–,–,None reported,,238900
BMW,M3 CS,2018,"38,000 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,60500
BMW,X5 xDrive35i,2016,"74,850 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,21900
Land,Rover LR4 HSE,2013,"125,900 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,21000
Lexus,LX 570 Base,2016,"118,700 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,46900
Lexus,ES 350 Base,2019,"49,810 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900
Volvo,XC90 T6 Momentum,2018,"90,641 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,,25999
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,"5,595 mi.",Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,83598
Mercedes-Benz,E-Class E 350,2012,"59,600 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19900
INFINITI,Q70h Base,2016,"52,750 mi.",Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,28998
Land,Rover Range Rover P525 Westminster,2021,"17,945 mi.",Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Santorini Black Metallic,Ebony,None reported,,89900
Toyota,4Runner TRD Off Road,2019,"79,500 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33333
Mercedes-Benz,CLK-Class CLK 350,2009,"21,500 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,18000
Tesla,Model Y Long Range,2023,"10,000 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,48000
Buick,Encore Preferred,2019,"50,000 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18795
Lincoln,Navigator Base,2009,"191,775 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9750
Toyota,4Runner SR5 Premium,2021,"36,180 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,36990
Lincoln,Nautilus Reserve,2021,"19,291 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None reported,,44340
Toyota,Mirai Limited,2021,"44,000 mi.",not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,18500
Lincoln,Navigator Reserve,2016,"125,000 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26500
Mazda,MazdaSpeed Miata MX-5 Base,2004,"33,362 mi.",Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,17599
BMW,M3 Base,2002,"117,200 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000
Ford,Expedition Max Limited,2019,"67,500 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,40500
Honda,Civic EX,2012,"167,506 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,6500
Lexus,RX 350 RX 350 F SPORT Handling,2022,"11,238 mi.",Gasoline,3.5 Liter DOHC,Automatic,Atomic Silver,Black,None reported,,54798
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,"59,250 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999
Porsche,Cayenne S,2012,"126,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,"71,962 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,46900
Mercedes-Benz,AMG C 63 S,2017,"46,000 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,56000
Land,Rover LR4 HSE LUX Landmark Edition,2016,"144,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18000
Tesla,Model X Base,2023,"8,200 mi.",,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,93999
Dodge,Challenger R/T Scat Pack,2016,"7,928 mi.",–,–,6-Speed M/T,Red,Red,None reported,Yes,37500
Jeep,Wrangler Unlimited Sport,2016,"85,325 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,30000
Mercedes-Benz,E-Class E 350 4MATIC,2014,"76,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,17999
Jaguar,XE 25t,2019,"41,452 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22500
Jaguar,XF 3.0 Portfolio,2015,"71,290 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,At least 1 accident or damage reported,Yes,21000
Chevrolet,Tahoe Base,1997,"229,000 mi.",Diesel,180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,19500
RAM,2500 Tradesman,2021,"34,365 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000
BMW,335 i,2011,"91,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,13599
Porsche,Cayenne Base,2019,"59,338 mi.",Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42499
Jeep,Grand Cherokee Limited,2015,"93,400 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,18900
RAM,3500 Tradesman,2021,"57,000 mi.",Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,52000
Bentley,Continental GTC V8,2013,"18,950 mi.",Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,77999
Tesla,Model Y Long Range,2022,"12,055 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,44400
Hyundai,Tucson Limited,2020,"39,913 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Black Noir Pearl,Beige,None reported,,22749
Ford,Bronco XLT,1995,"195,000 mi.",–,–,A/T,Blue,Gray,None reported,Yes,15000
Acura,TLX V6 Tech,2015,"38,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21900
Jeep,Wrangler X,2005,"160,900 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,7200
Mercedes-Benz,SLC 300 Base,2018,"33,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,29900
Acura,MDX 3.5L w/Advance & Entertainment Pkgs,2017,"79,884 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Gray,Graystone,At least 1 accident or damage reported,,24840
Bentley,Arnage R,2005,"8,332 mi.",Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,47350
Mercedes-Benz,GLA-Class GLA 45 AMG,2015,"80,300 mi.",Gasoline,355.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000
Jeep,Compass Limited,2022,"20,472 mi.",Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Red,Black,None reported,,28298
Land,Rover Range Rover Sport Supercharged HSE,2015,"175,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19500
Ford,Shelby GT350 Base,2019,"2,800 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,91000
Chrysler,300C SRT8,2006,"43,000 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,19995
Ford,F-150 Tremor,2023,"5,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,70000
Jeep,Wrangler Unlimited Rubicon,2013,"181,830 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,21000
Audi,R8 5.2 quattro Spyder,2011,"75,000 mi.",Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,74000
Jaguar,XF 25t Prestige,2018,"37,777 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,32500
Toyota,FJ Cruiser Base,2014,"86,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,41500
Tesla,Model 3 Long Range,2022,"22,457 mi.",,Electric,Automatic,Midnight Silver Metallic,Black,None reported,,40036
Ford,F-250 XLT Crew Cab Super Duty,2008,"157,500 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Gray,At least 1 accident or damage reported,Yes,15000
Chevrolet,Camaro 2SS,2018,"26,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000
Audi,S6 4.0T,2015,"74,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950
Kia,Forte LX,2018,"47,466 mi.",Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,None reported,,14699
Mercedes-Benz,Metris Base,2020,"1,025 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,Beige,None reported,Yes,299000
