brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,Categoria_MarcaModelo,idade_carro,idade_quilometragem,km_por_ano,marca_modelo,cc
Porsche,Cayenne Turbo,2004,92500,Gasoline,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,12000,450.0,4.5,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,163,100.0,2,19.99999999989996,1849999.999990746,4625.000000023136,Porsche Cayenne Turbo,3
Tesla,Model 3 Long Range,2018,61700,Elétrico,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,25900,271.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,9,75,77.42857142857143,5,5.999999999899956,370199.99999382725,10283.3333335048,Tesla Model 3 Long Range,15
BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,40500,425.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,14,304,141.66666666666666,6,7.999999999899956,499999.9999937472,7812.5000000977,BMW M4 Base,20
Dodge,Challenger SXT,2022,29500,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,31000,303.0,3.6,6.0,24.0,8.0,0,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,72,84.16666666666667,5,1.999999999899956,58999.99999704869,14750.000000737828,Dodge Challenger SXT,15
Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,72980,470.0,6.4,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,108,73.4375,2,2.999999999899956,113999.99999619833,12666.666667089075,Jeep Wrangler Unlimited Rubicon 392,16
Jaguar,XKR Base,2007,50000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,21900,420.0,4.2,8.0,24.0,7.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,37,100.0,2,16.999999999899956,849999.9999949978,2941.176470605544,Jaguar XKR Base,4
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,47000,420.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,92,67.74193548387096,2,6.999999999899956,657796.9999905988,13424.428571620434,Cadillac Escalade ESV Platinum,16
Hyundai,Tucson SEL,2022,13666,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None reported,No,27999,311.0,2.5,4.0,16.0,8.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,1,52,124.4,3,1.999999999899956,27331.999998632797,6833.000000341802,Hyundai Tucson SEL,12
Subaru,Impreza Premium,2022,10419,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Variable,Crystal White Pearl,Black,At least 1 accident or damage reported,No,24998,311.0,2.0,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,mau,1,48,155.5,6,1.999999999899956,20837.99999895764,5209.500000260591,Subaru Impreza Premium,1
Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,26870,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Deep Black Pearl Effect,Mistral Gray / Raven,At least 1 accident or damage reported,Yes,34645,311.0,2.0,4.0,16.0,8.0,2,Média Frequência Marca,Baixa Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,avg,1,43,155.5,3,3.999999999899956,107479.9999973118,6717.500000168012,Volkswagen Arteon 2.0T SEL Premium R-Line,12
Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500,455.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,243,73.38709677419355,2,1.999999999899956,14915.999999253869,3729.000000186533,Chevrolet Camaro 2SS,16
Ford,Fusion Hybrid Base,2012,158366,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250,191.0,2.5,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,311,76.4,3,11.999999999899956,1900391.9999841563,13197.166666776691,Ford Fusion Hybrid Base,9
Chevrolet,Corvette Stingray w/2LT,2021,24670,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,72500,490.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,10,243,79.03225806451613,2,2.999999999899956,74009.99999753191,8223.333333607567,Chevrolet Corvette Stingray w/2LT,16
Dodge,Challenger R/T,2010,100100,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Black,None reported,Yes,17000,311.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,72,88.85714285714286,5,13.999999999899956,1401399.9999899855,7150.000000051095,Dodge Challenger R/T,11
Chevrolet,Cruze LT,2012,194000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,4900,138.0,1.4,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,243,98.57142857142858,3,11.999999999899956,2327999.9999805912,16166.66666680145,Chevrolet Cruze LT,9
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,37999,255.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,8,251,127.5,3,2.999999999899956,56999.99999809916,6333.333333544539,Mercedes-Benz C-Class C 300 4MATIC,22
Chevrolet,Monte Carlo Supercharged SS,2004,148800,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,6500,240.0,3.8,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,243,63.15789473684211,5,19.99999999989996,2975999.9999851133,7440.000000037216,Chevrolet Monte Carlo Supercharged SS,11
Porsche,911 GT3,2023,265,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,Black,Gray,None reported,Yes,279950,311.0,4.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,163,77.75,5,0.9999999998999556,264.99999997348823,265.00000002651177,Porsche 911 GT3,15
Honda,S2000 Base,2001,119900,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,18000,240.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,53,120.0,3,22.99999999989996,2757699.999988005,5213.0434782835455,Honda S2000 Base,9
Jeep,Grand Wagoneer Base,2023,3752,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Ember Pearlcoat,Global Black,None reported,Yes,84620,311.0,6.4,8.0,16.0,8.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,bom,1,108,48.59375,2,0.9999999998999556,3751.999999624633,3752.000000375367,Jeep Grand Wagoneer Base,17
Cadillac,Escalade Premium,2015,71000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,35999,420.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,92,67.74193548387096,2,8.999999999899956,638999.9999928968,7888.888888976582,Cadillac Escalade Premium,4
Audi,Q7 3.0T Premium,2017,108000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,25999,333.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,146,111.0,6,6.999999999899956,755999.9999891953,15428.571428791936,Audi Q7 3.0T Premium,15
Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Cocoa / Dune,None reported,No,29748,311.0,5.3,8.0,16.0,6.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,avg,1,243,58.67924528301887,2,7.999999999899956,1083871.9999864455,16935.50000021179,Chevrolet Suburban LTZ,17
BMW,328 i xDrive,2011,110000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,6000,230.0,3.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,304,76.66666666666667,5,12.999999999899956,1429999.999988995,8461.538461603579,BMW 328 i xDrive,9
Honda,CR-V LX,2004,176261,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,None reported,Yes,3750,160.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,53,66.66666666666667,3,19.99999999989996,3525219.999982366,8813.050000044084,Honda CR-V LX,11
Volkswagen,Beetle 1.8T,2016,30000,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,19000,170.0,1.8,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,43,94.44444444444444,3,7.999999999899956,239999.99999699867,3750.000000046896,Volkswagen Beetle 1.8T,13
Ford,Focus SE,2009,107500,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9500,132.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,6,311,66.0,3,14.999999999899956,1612499.999989245,7166.6666667144655,Ford Focus SE,5
Ford,Excursion XLS,2004,163000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000,325.0,6.0,8.0,24.0,5.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,311,54.16666666666666,2,19.99999999989996,3259999.9999836925,8150.000000040768,Ford Excursion XLS,23
Buick,Enclave 1XL,2011,170000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,4000,288.0,3.6,6.0,24.0,6.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,21,80.0,5,12.999999999899956,2209999.9999829927,13076.923077023714,Buick Enclave 1XL,9
Dodge,Magnum R/T,2005,96000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,At least 1 accident or damage reported,Yes,12000,340.0,5.7,8.0,24.0,5.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,72,59.64912280701754,2,18.99999999989996,1823999.999990396,5052.631578973973,Dodge Magnum R/T,4
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,12449,280.0,3.6,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,43,77.77777777777777,5,11.999999999899956,1478399.9999876744,10266.66666675226,Volkswagen Touareg VR6 Lux,20
Jeep,Grand Cherokee Limited,2018,49924,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26500,293.0,3.6,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,108,81.38888888888889,5,5.999999999899956,299543.9999950054,8320.666666805406,Jeep Grand Cherokee Limited,15
Jeep,Gladiator Overland,2020,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,46500,285.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,108,79.16666666666667,5,3.999999999899956,171999.9999956981,10750.00000026887,Jeep Gladiator Overland,15
Jeep,Wrangler Unlimited Sahara,2020,68816,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,35297,311.0,2.0,4.0,16.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,108,155.5,3,3.999999999899956,275263.9999931153,17204.000000430293,Jeep Wrangler Unlimited Sahara,12
Porsche,911 Carrera S,2017,20561,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,105000,420.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,12,163,140.0,6,6.999999999899956,143926.999997943,2937.285714327694,Porsche 911 Carrera S,2
Land,Rover Defender,2022,12209,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,None reported,No,104900,311.0,5.0,8.0,32.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,107,62.2,5,1.999999999899956,24417.99999877856,6104.500000305361,Land Rover Defender,10
INFINITI,QX80 Base,2018,100564,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black,Graphite,None reported,No,23105,311.0,5.6,8.0,32.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,5,45,55.53571428571429,2,5.999999999899956,603383.9999899392,16760.666666946134,INFINITI QX80 Base,10
Saturn,Sky Red Line,2009,134000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,9500,260.0,2.0,4.0,24.0,5.0,2,Baixa Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,5,130.0,3,14.999999999899956,2009999.999986594,8933.333333392915,Saturn Sky Red Line,9
BMW,X5 PHEV xDrive45e,2023,15736,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,67900,389.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,304,129.66666666666666,6,0.9999999998999556,15735.9999984257,15736.0000015743,BMW X5 PHEV xDrive45e,2
Maserati,GranTurismo Base,2008,70000,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,13000,405.0,4.2,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,28,96.42857142857144,2,15.999999999899956,1119999.999992997,4375.000000027356,Maserati GranTurismo Base,4
BMW,X6 xDrive50i,2019,45000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,46999,445.0,4.4,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,304,101.13636363636364,2,4.999999999899956,224999.999995498,9000.00000018008,BMW X6 xDrive50i,4
Toyota,Venza XLE,2013,103466,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14200,268.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,144,76.57142857142857,5,10.999999999899956,1138125.9999896488,9406.000000085549,Toyota Venza XLE,20
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,No,68590,311.0,6.2,8.0,16.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,243,50.16129032258064,2,1.999999999899956,23193.999998839783,5798.500000290054,Chevrolet Silverado 1500 ZR2,17
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,44900,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,243,66.9811320754717,2,3.999999999899956,195999.9999950978,12250.000000306389,Chevrolet Silverado 1500 LT Trail Boss,16
MINI,Hardtop Cooper S,2016,41680,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,17495,189.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,27,94.5,3,7.999999999899956,333439.9999958301,5210.000000065154,MINI Hardtop Cooper S,5
Ford,Explorer Sport Trac XLT,2007,228000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3850,292.0,4.6,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,311,63.478260869565226,5,16.999999999899956,3875999.99997719,13411.76470596128,Ford Explorer Sport Trac XLT,23
Porsche,911 Carrera,2023,1500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,149000,379.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,163,126.33333333333331,6,0.9999999998999556,1499.9999998499334,1500.0000001500666,Porsche 911 Carrera,2
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500,260.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,48,108.33333333333334,3,3.999999999899956,163883.99999590107,10242.750000256185,Subaru Ascent Touring 7-Passenger,22
Lexus,RX 350 Base,2013,164500,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500,270.0,3.5,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,131,77.14285714285714,5,10.999999999899956,1809499.9999835424,14954.545454681464,Lexus RX 350 Base,9
BMW,M3 Base,2001,60000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,25000,333.0,3.2,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,21,304,104.0625,6,22.99999999989996,1379999.9999939974,2608.6956521852603,BMW M3 Base,11
Audi,TT 1.8L,2005,124747,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900,180.0,1.8,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,146,100.0,3,18.99999999989996,2370192.99998752,6565.63157898194,Audi TT 1.8L,5
GMC,Sierra 1500 SLT,2021,11250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,70250,420.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,77,67.74193548387096,2,2.999999999899956,33749.9999988745,3750.000000125056,GMC Sierra 1500 SLT,16
Dodge,Charger Scat Pack,2020,40208,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,38000,485.0,6.4,8.0,24.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,72,75.78125,2,3.999999999899956,160831.9999959774,10052.000000251412,Dodge Charger Scat Pack,4
Acura,ZDX Base,2012,106335,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,19000,300.0,3.7,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,52,81.08108108108108,5,11.999999999899956,1276019.9999893615,8861.250000073876,Acura ZDX Base,15
Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,No,47498,311.0,3.5,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,3,144,88.85714285714286,5,1.999999999899956,48001.99999759883,12000.500000600292,Toyota Highlander Limited,8
Mercedes-Benz,AMG C AMG C 63,2016,62000,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,40000,469.0,4.0,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,251,117.25,2,7.999999999899956,495999.9999937973,7750.0000000969185,Mercedes-Benz AMG C AMG C 63,7
Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,37000,536.0,5.5,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,5,251,97.45454545454544,2,12.999999999899956,779999.9999939974,4615.384615420134,Mercedes-Benz S-Class S 63 AMG,4
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,94995,420.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,92,67.74193548387096,2,2.999999999899956,115499.99999614828,12833.3333337613,Cadillac Escalade Sport Platinum,4
Audi,RS 7 4.0T,2021,14724,Hybrid,4.0 Liter TFSI,Automatic,Glacier White,Black/Red,None reported,No,101998,311.0,4.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,avg,2,146,77.75,5,2.999999999899956,44171.99999852695,4908.000000163673,Audi RS 7 4.0T,8
Subaru,BRZ Limited,2013,46452,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,22888,200.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,48,100.0,3,10.999999999899956,510971.9999953528,4222.909090947498,Subaru BRZ Limited,5
Audi,A7 3.0T Premium Plus,2017,39000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,35000,333.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,146,111.0,6,6.999999999899956,272999.9999960983,5571.428571508199,Audi A7 3.0T Premium Plus,20
MINI,Cooper Base,2010,74000,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,9650,118.0,1.6,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,27,73.75,3,13.999999999899956,1035999.9999925968,5285.714285752058,MINI Cooper Base,5
GMC,Sierra 2500 Base,2019,58000,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,None reported,Yes,36500,360.0,6.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,77,60.0,2,4.999999999899956,289999.9999941974,11600.000000232105,GMC Sierra 2500 Base,16
RAM,1500 Laramie,2022,16184,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,No,46999,311.0,5.7,8.0,16.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,15,74,54.56140350877193,2,1.999999999899956,32367.99999838088,8092.00000040478,RAM 1500 Laramie,17
Lexus,RX 450h Base,2022,15833,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,None reported,Yes,52000,308.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,131,88.0,5,1.999999999899956,31665.999998415995,7916.500000396001,Lexus RX 450h Base,15
