brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,26800,285.0,3.6,6.0,21.71645569620253,5.0
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Red,Black,At least 1 accident or damage reported,Yes,69000,350.0,2.5,4.0,21.71645569620253,7.0
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,40000,451.0,6.3,8.0,21.71645569620253,7.0
Jeep,Compass Limited,2020,39192,Gasoline,2.4L I4 16V MPFI SOHC,White Clearcoat,Black,None reported,No,24590,333.1202482544608,2.4,4.0,16.0,9.0
Jaguar,XK R,2012,38383,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,36949,510.0,5.0,8.0,21.71645569620253,6.0
Chrysler,300 Base,2014,85000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,11250,292.0,3.6,6.0,21.71645569620253,8.0
Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Brown,Black,None reported,Yes,64250,543.0,5.5,12.0,21.71645569620253,5.0
Kia,Optima Hybrid LX,2013,103111,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Silver,Beige,At least 1 accident or damage reported,Yes,9200,199.0,2.4,4.0,21.71645569620253,7.0
Chevrolet,Camaro LT1,2022,6700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,39500,455.0,6.2,8.0,21.71645569620253,10.0
Ford,Mustang V6,2016,54000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,23999,300.0,3.7,6.0,21.71645569620253,6.0
Audi,TT Roadster quattro,2002,69300,Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,9995,225.0,1.8,4.0,21.71645569620253,6.0
BMW,X5 PHEV xDrive45e,2023,5338,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Blue,White,None reported,Yes,76500,389.0,3.0,6.0,21.71645569620253,8.0
Jeep,New Compass Trailhawk,2017,119000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,15900,180.0,2.4,4.0,21.71645569620253,7.0
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Red,Red,At least 1 accident or damage reported,Yes,21999,400.0,6.0,8.0,21.71645569620253,6.0
Tesla,Model 3 Standard Range Plus,2019,83700,Eletric,Electric Motor Electric Fuel System,Black,Black,At least 1 accident or damage reported,Yes,26000,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,7.0
smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,Blue,Gray,None reported,Yes,5000,70.0,1.0,3.0,21.71645569620253,5.0
Chevrolet,Corvette Base,2002,44168,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Orange,Black,None reported,Yes,30000,350.0,5.7,8.0,21.71645569620253,4.0
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,20937,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Magnetite Black Metallic,Black,None reported,No,104900,333.1202482544608,4.0,8.0,32.0,9.0
Genesis,G70 3.3T,2022,12000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Green,Beige,None reported,Yes,41000,365.0,3.3,6.0,21.71645569620253,8.0
Ford,Maverick XLT,2022,16400,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Gray,Gray,None reported,Yes,34000,191.0,2.5,4.0,21.71645569620253,7.0
Kia,EV6 GT-Line,2022,22000,Eletric,320.0HP Electric Motor Electric Fuel System,Gray,Black,None reported,Yes,45000,320.0,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Toyota,4Runner SR5,2018,32199,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,35500,270.0,4.0,6.0,21.71645569620253,7.0
Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0L I4 16V GDI DOHC Turbo,Pristine White,Slate,None reported,No,43860,333.1202482544608,2.0,4.0,16.0,8.0
Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,35800,310.0,3.6,6.0,21.71645569620253,7.0
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,White,White,None reported,Yes,86999,357.0,1.5,3.0,21.71645569620253,7.0
Nissan,Armada Platinum,2022,8400,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,None reported,Yes,59950,400.0,5.6,8.0,21.71645569620253,7.0
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Red,Gray,None reported,Yes,7200,295.0,5.3,8.0,21.71645569620253,7.0
Mercedes-Benz,S-Class S 580 4MATIC,2023,989,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Black,Black,None reported,Yes,122950,333.1202482544608,4.0,8.0,32.0,9.0
Ford,Transit Connect XL,2020,119000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,18000,169.0,2.5,4.0,21.71645569620253,7.0
Land,Rover Discovery HSE,2018,85000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,33000,340.0,3.0,6.0,21.71645569620253,8.0
Lexus,GX 460 Base,2021,39102,Gasoline,4.6 Liter,Silver,Rioja Red,None reported,No,51798,333.1202482544608,4.6,6.222728867064188,21.71645569620253,7.0
Ford,F-250 XL,2016,75200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,White,Gray,None reported,Yes,22000,385.0,6.2,8.0,21.71645569620253,6.0
BMW,M3 Base,2015,65800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Red,None reported,Yes,44950,425.0,3.0,6.0,21.71645569620253,7.0
Mazda,Mazda3 i SV,2015,91700,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,12000,155.0,2.0,4.0,21.71645569620253,7.0
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,29950,329.0,3.0,6.0,21.71645569620253,7.0
GMC,Sierra 1500 SLE1 Extended Cab,2008,187000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Red,Gray,At least 1 accident or damage reported,Yes,6100,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,4.0
Nissan,Quest SL,2011,185000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Gray,At least 1 accident or damage reported,Yes,7500,260.0,3.5,6.0,21.71645569620253,7.0
BMW,440 Gran Coupe 440i xDrive,2020,25990,Gasoline,3.0 Liter Turbo,White,Beige,None reported,No,38598,333.1202482544608,3.0,6.222728867064188,21.71645569620253,7.0
Ford,Excursion XLT 4WD,2000,205000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Black,Gray,At least 1 accident or damage reported,Yes,9950,310.0,6.8,10.0,21.71645569620253,7.0
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Black,Black,At least 1 accident or damage reported,Yes,54999,188.0,3.0,6.0,21.71645569620253,7.0
Toyota,Tundra SR5 Double Cab,2005,199400,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,At least 1 accident or damage reported,Yes,8500,282.0,4.7,8.0,21.71645569620253,7.0
BMW,X6 M Base,2023,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,None reported,Yes,144900,600.0,4.4,8.0,21.71645569620253,7.0
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gray,White,None reported,Yes,35750,402.0,4.7,8.0,21.71645569620253,7.0
Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Gray,At least 1 accident or damage reported,Yes,20900,255.0,2.9,6.0,21.71645569620253,6.0
Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Blue,Beige,None reported,Yes,7000,300.0,4.2,8.0,21.71645569620253,6.0
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,32500,146.0,2.0,4.0,21.71645569620253,7.0
GMC,Yukon Denali,2019,88450,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Beige,At least 1 accident or damage reported,Yes,42900,420.0,6.2,8.0,21.71645569620253,10.0
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,White,Black,At least 1 accident or damage reported,Yes,43550,333.1202482544608,3.6,6.0,24.0,8.0
Nissan,Rogue SL,2017,78110,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,No,17500,170.0,2.5,4.0,21.71645569620253,7.0
Ford,F-150 XLT,2021,24207,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Black,Black,None reported,Yes,43430,333.1202482544608,2.7,6.0,24.0,10.0
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Black,Black,None reported,No,39900,381.0,5.7,8.0,21.71645569620253,6.0
BMW,X7 xDrive40i,2023,2437,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Black,None reported,Yes,78350,375.0,3.0,6.0,21.71645569620253,7.0
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Beige,At least 1 accident or damage reported,Yes,15990,228.0,3.0,6.0,21.71645569620253,7.0
Chevrolet,Monte Carlo SS,2005,75000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,12500,240.0,3.8,6.0,21.71645569620253,7.0
Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,At least 1 accident or damage reported,Yes,28000,271.0,2.0,4.0,21.71645569620253,5.0
Toyota,Corolla LE,2003,124756,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,At least 1 accident or damage reported,Yes,4995,130.0,1.8,4.0,21.71645569620253,7.0
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,Black,Jet Black,None reported,Yes,49685,333.1202482544608,5.3,8.0,16.0,10.0
Nissan,Rogue SL,2019,29558,Gasoline,2.5L I4 16V MPFI DOHC,Magnetic Black,Charcoal,None reported,Yes,25884,333.1202482544608,2.5,4.0,16.0,7.0
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Red,Gray,None reported,Yes,16499,310.0,5.3,8.0,21.71645569620253,7.0
Rivian,R1S Adventure Package,2023,159,Eletric,533.0HP Electric Motor Electric Fuel System,White,Black,None reported,Yes,95500,533.0,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,179900,580.0,3.8,6.0,21.71645569620253,7.0
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,14500,210.0,2.0,4.0,21.71645569620253,6.0
Kia,Optima Hybrid EX,2012,117220,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Black,Black,None reported,Yes,8900,206.0,2.4,4.0,21.71645569620253,7.0
Porsche,911 Carrera 4S,2018,31678,Gasoline,3.0 Liter,Silver,Black,None reported,No,106798,333.1202482544608,3.0,6.222728867064188,21.71645569620253,7.0
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,39900,280.0,3.6,6.0,21.71645569620253,6.0
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Orange,Black,None reported,Yes,71000,437.0,3.4,6.0,21.71645569620253,10.0
Cadillac,CTS Luxury,2011,66200,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,16499,270.0,3.0,6.0,21.71645569620253,6.0
Acura,TL Technology,2013,40000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,None reported,Yes,24000,280.0,3.5,6.0,21.71645569620253,6.0
Ford,F-150 Lariat,2020,26540,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,46995,375.0,3.5,6.0,21.71645569620253,7.0
Audi,A8 L 55,2019,39000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Brown,None reported,Yes,50000,335.0,3.0,6.0,21.71645569620253,8.0
Land,Rover Range Rover Evoque SE,2020,38356,Gasoline,2.0 Liter,Firenze Red Metallic,Ebony,None reported,No,36598,333.1202482544608,2.0,6.222728867064188,21.71645569620253,7.0
Bentley,Continental GT W12,2021,16146,Gasoline,"6L W-12 port/direct injection, DOHC, variable valve control, twi",Fountain Blue,Linen,None reported,No,239991,333.1202482544608,6.0,6.222728867064188,21.71645569620253,7.0
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,White,Gray,None reported,Yes,24000,154.0,2.7,5.0,21.71645569620253,7.0
INFINITI,QX80 Base,2016,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Silver,Beige,At least 1 accident or damage reported,Yes,25950,400.0,5.6,8.0,21.71645569620253,7.0
Lexus,NX 300 Base,2021,6449,Gasoline,2.0L I4 16V PDI DOHC Turbo,Silver,Black,At least 1 accident or damage reported,No,35999,333.1202482544608,2.0,4.0,16.0,6.0
Porsche,Taycan Base,2021,13344,Eletric,321.0HP Electric Motor Electric Fuel System,Black,Beige,At least 1 accident or damage reported,Yes,83499,321.0,3.698079470198676,6.222728867064188,21.71645569620253,2.0
Porsche,Cayman Base,2007,75137,Gasoline,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Black,Gray,At least 1 accident or damage reported,Yes,24999,245.0,2.7,6.0,21.71645569620253,7.0
BMW,X6 xDrive40i,2020,45076,Gasoline,3.0 Liter Turbo,Blue,Black,None reported,No,57998,333.1202482544608,3.0,6.222728867064188,21.71645569620253,7.0
GMC,Acadia SLE-2,2015,96000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,None reported,Yes,17000,281.0,3.6,6.0,21.71645569620253,6.0
Porsche,Boxster S,2005,44400,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,29800,280.0,3.2,6.0,21.71645569620253,6.0
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Red,Beige,None reported,Yes,7500,390.0,4.2,8.0,21.71645569620253,6.0
Audi,S5 3.0T Premium,2021,18100,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,None reported,Yes,51800,349.0,3.0,6.0,21.71645569620253,8.0
Subaru,Outback Limited XT,2020,36844,Gasoline,2.4L H4 16V GDI DOHC Turbo,Magnetite Gray Metallic,Black,At least 1 accident or damage reported,No,30427,333.1202482544608,2.4,6.222728867064188,16.0,7.0
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,11999,335.0,4.7,8.0,21.71645569620253,7.0
RAM,1500 Rebel,2018,54800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,37050,395.0,5.7,8.0,21.71645569620253,7.0
Nissan,Titan S,2017,20220,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,White,Gray,None reported,Yes,32324,390.0,5.6,8.0,21.71645569620253,7.0
BMW,550 Gran Turismo i,2013,79341,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gold,Brown,None reported,Yes,16800,445.0,4.4,8.0,21.71645569620253,7.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,23000,220.0,2.0,4.0,21.71645569620253,7.0
Ford,F-150 XLT,2019,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Red,Gray,None reported,Yes,34500,325.0,2.7,6.0,21.71645569620253,10.0
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Red,At least 1 accident or damage reported,Yes,30500,302.0,3.5,6.0,21.71645569620253,7.0
Nissan,Maxima SV,2022,36466,Gasoline,3.5L V6 24V GDI DOHC,Brilliant Silver Metallic,Charcoal,None reported,No,24980,333.1202482544608,3.5,6.0,24.0,7.0
Porsche,911 GT3,2018,9712,Gasoline,4.0L H6 24V GDI DOHC,Red,Black,None reported,No,188900,333.1202482544608,4.0,6.222728867064188,24.0,7.0
Audi,S4 3.0T Premium Plus,2022,10900,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,53900,349.0,3.0,6.0,21.71645569620253,7.0
Honda,Pilot Elite,2021,42653,Gasoline,3.5L V6 24V GDI SOHC,Gray,Black,None reported,No,38998,333.1202482544608,3.5,6.0,24.0,9.0
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,29999,365.0,3.3,6.0,21.71645569620253,8.0
Toyota,Highlander Base,2001,231581,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Beige,Beige,None reported,Yes,4300,220.0,3.0,6.0,21.71645569620253,7.0
Acura,MDX 3.7L Advance,2013,20750,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,33000,300.0,3.7,6.0,21.71645569620253,6.0
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Green,Black,None reported,Yes,58000,560.0,4.4,8.0,21.71645569620253,7.0
Dodge,Durango GT,2022,24778,Gasoline,3.6L V6 24V MPFI DOHC,Octane Red Pearlcoat,Black,At least 1 accident or damage reported,No,36599,333.1202482544608,3.6,6.0,24.0,8.0
Porsche,911 GT3,2018,5989,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",GT SILVER,BLACK,None reported,No,209000,333.1202482544608,4.0,6.222728867064188,21.71645569620253,6.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Gasoline,V6,Fuji White,Ivory / Ebony,At least 1 accident or damage reported,No,30775,333.1202482544608,3.698079470198676,6.0,21.71645569620253,7.0
Maserati,Ghibli S Q4,2018,20000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,43000,424.0,3.0,6.0,21.71645569620253,7.0
Hummer,H2 Base,2003,149961,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Beige,Beige,At least 1 accident or damage reported,Yes,12500,316.0,6.0,8.0,21.71645569620253,7.0
BMW,X5 xDrive35i,2014,120000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,No,20000,300.0,3.0,6.0,21.71645569620253,7.0
BMW,335 i xDrive,2013,82849,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,19999,300.0,3.0,6.0,21.71645569620253,8.0
Jeep,Compass Latitude,2014,105000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,10950,158.0,2.0,4.0,21.71645569620253,7.0
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,61599,381.0,5.7,8.0,21.71645569620253,6.0
BMW,M3 Base,2003,127273,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,15000,333.0,3.2,6.0,21.71645569620253,6.0
Ford,Bronco Big Bend,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,44000,275.0,2.3,4.0,21.71645569620253,7.0
Acura,RDX w/Advance Package,2021,36267,Gasoline,2.0 Liter Turbo,White,Parchment,None reported,No,39798,333.1202482544608,2.0,6.222728867064188,21.71645569620253,7.0
GMC,Yukon XL SLT,2023,28500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,67800,355.0,5.3,8.0,21.71645569620253,7.0
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Red,Gray,At least 1 accident or damage reported,Yes,16000,220.0,2.0,4.0,21.71645569620253,8.0
Audi,A7 3.0T Premium,2019,45900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Black,At least 1 accident or damage reported,Yes,41500,335.0,3.0,6.0,21.71645569620253,7.0
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,150000,550.0,5.2,10.0,21.71645569620253,6.0
Tesla,Model 3 Long Range,2021,23749,Eletric,Electric,White,Black,None reported,No,35999,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Chevrolet,Corvette Base,2003,145000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Blue,Black,None reported,Yes,22000,350.0,5.7,8.0,21.71645569620253,7.0
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,White,None reported,Yes,82500,490.0,6.2,8.0,21.71645569620253,8.0
Honda,CR-V Touring,2019,55100,Gasoline,1.5L I4 16V GDI DOHC Turbo,White,Gray,None reported,No,28324,333.1202482544608,1.5,4.0,16.0,7.0
Ford,F-250 XLT,2014,59459,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Black,Silver,At least 1 accident or damage reported,Yes,40999,400.0,6.7,8.0,21.71645569620253,6.0
Toyota,Camry Solara SE,2008,57852,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,None reported,No,13900,210.0,3.3,6.0,21.71645569620253,7.0
Chrysler,Crossfire Limited,2005,116320,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Gray,Red,At least 1 accident or damage reported,Yes,6000,215.0,3.2,6.0,21.71645569620253,5.0
Ford,Explorer XLT,2017,169000,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,White,Beige,None reported,Yes,13000,290.0,3.5,6.0,21.71645569620253,7.0
Chevrolet,Camaro Z28,2002,35515,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,21000,310.0,5.7,8.0,21.71645569620253,7.0
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Black,Gray,None reported,Yes,31999,188.0,3.0,6.0,21.71645569620253,5.0
Lincoln,Corsair Standard,2022,4520,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,None reported,Yes,38500,250.0,2.0,4.0,21.71645569620253,8.0
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,38000,247.0,2.0,4.0,21.71645569620253,7.0
BMW,535 i xDrive,2015,58664,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Gray,At least 1 accident or damage reported,Yes,20950,300.0,3.0,6.0,21.71645569620253,8.0
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,49999,385.0,3.0,6.0,21.71645569620253,7.0
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,White,Red,None reported,Yes,179000,670.0,5.5,8.0,21.71645569620253,7.0
Mazda,MX-5 Miata Sport,2006,218000,Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,4999,170.0,2.0,4.0,21.71645569620253,6.0
Audi,A5 2.0T Premium,2018,53000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Brown,At least 1 accident or damage reported,Yes,28000,252.0,2.0,4.0,21.71645569620253,7.0
Toyota,Prius Touring,2009,142500,Hybrid,76.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,Blue,Beige,None reported,Yes,6999,76.0,1.5,4.0,21.71645569620253,7.0
BMW,M4 Base,2020,22655,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,63999,425.0,3.0,6.0,21.71645569620253,7.0
RAM,1500 Classic SLT,2021,32092,Gasoline,3.6L V6 24V MPFI DOHC,Patriot Blue Pearlcoat,Black,None reported,Yes,35113,333.1202482544608,3.6,6.0,24.0,8.0
Buick,Enclave Leather,2015,89726,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,16000,288.0,3.6,6.0,21.71645569620253,7.0
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,3.0 Liter DOHC Twin Turbo,Black,Black,At least 1 accident or damage reported,No,38598,333.1202482544608,3.0,6.222728867064188,21.71645569620253,7.0
Dodge,Dart SE,2015,66000,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,12000,160.0,2.0,4.0,21.71645569620253,6.0
