brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Audi,Q7 55 Prestige,2019,73837,Gasoline,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Cobra Beige Metallic,Nougat Brown,None reported,Yes,36340,311.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,139,103.66666666666667,4.999999999899956,369184.99999261304,14767.40000029548,2
Chevrolet,Suburban LT,2017,117000,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,27000,311.0,6.0,8.0,24.0,6.0,1,1,5,6,2,4,bom,8,190,51.833333333333336,6.999999999899956,818999.9999882948,16714.285714524594,3
Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,17000,390.0,4.2,8.0,24.0,7.0,1,1,5,8,4,2,bom,1,28,92.85714285714285,17.999999999899956,973475.9999945894,3004.555555572255,3
Bentley,Continental GT V8 S,2016,31500,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,103900,521.0,4.0,8.0,24.0,8.0,1,3,3,8,6,2,bom,1,14,130.25,7.999999999899956,251999.9999968486,3937.5000000492405,3
Hyundai,Genesis 3.8,2010,98700,Gasoline,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,10340,290.0,3.8,6.0,24.0,7.0,3,3,4,1,9,1,bom,3,49,76.31578947368422,13.999999999899956,1381799.9999901257,7050.00000005038,1
Audi,A6 45 Premium Plus,2021,33000,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,40000,248.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,139,124.0,2.9999999998999556,98999.99999669853,11000.00000036683,2
GMC,Savana 2500 Work Van,2018,63460,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,33000,341.0,6.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,2,55,56.833333333333336,5.999999999899956,380759.9999936512,10576.666666843023,3
Kia,Sorento SXL,2017,108559,Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,None reported,No,15998,311.0,3.3,6.0,24.0,6.0,3,2,2,4,5,1,avg,2,61,94.24242424242425,6.999999999899956,759912.9999891393,15508.428571650218,1
Jeep,Commander Base,2006,212500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6500,210.0,3.7,6.0,24.0,7.0,3,0,4,3,9,1,bom,1,99,56.75675675675675,17.999999999899956,3824999.9999787407,11805.555555621171,0
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500,147.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,3,61,73.5,0.9999999998999556,15499.999998449312,15500.000001550688,1
GMC,Yukon XL Denali,2017,124000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,32000,420.0,6.2,8.0,24.0,8.0,1,1,5,16,4,2,avg,3,55,67.74193548387096,6.999999999899956,867999.9999875946,17714.285714538888,3
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,None reported,Yes,44900,400.0,2.0,4.0,24.0,8.0,2,3,3,14,1,6,bom,1,26,200.0,2.9999999998999556,72473.99999758313,8052.666666935208,2
Porsche,911 Carrera,2016,22500,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,78000,350.0,3.4,6.0,24.0,7.0,3,3,4,1,9,1,bom,13,159,102.94117647058823,7.999999999899956,179999.999997749,2812.500000035172,2
Acura,MDX w/Advance Package,2023,3708,Gasoline,3.5 Liter SOHC,Automatic,White,Espresso,None reported,No,58998,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,37,88.85714285714286,0.9999999998999556,3707.9999996290353,3708.0000003709647,2
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500,328.0,3.7,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,44,88.64864864864865,13.999999999899956,1630313.9999883496,8317.928571488012,0
BMW,650 i,2014,40000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,34000,445.0,4.4,8.0,24.0,7.0,1,1,5,8,4,2,bom,5,297,101.13636363636363,9.999999999899956,399999.9999959982,4000.0000000400178,3
Audi,Q7 55 Prestige,2019,41000,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39900,329.0,3.0,6.0,24.0,7.0,3,3,4,1,1,1,bom,2,139,109.66666666666667,4.999999999899956,204999.99999589816,8200.000000164073,2
Lexus,LX 600 F SPORT,2023,490,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,124999,409.0,3.4,6.0,24.0,7.0,3,3,4,14,1,6,bom,1,125,120.29411764705883,0.9999999998999556,489.99999995097824,490.00000004902176,2
Land,Rover Range Rover Sport Supercharged HSE,2016,99915,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,26500,340.0,3.0,6.0,24.0,7.0,3,3,4,1,1,1,avg,3,102,113.33333333333333,7.999999999899956,799319.9999900041,12489.375000156186,1
Jeep,Gladiator Overland,2020,9100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,49895,285.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,7,99,79.16666666666667,3.9999999998999556,36399.999999089596,2275.0000000569003,2
Ford,Mustang V6,2013,147191,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,12990,305.0,3.7,6.0,24.0,6.0,3,2,2,4,5,1,avg,4,224,82.43243243243244,10.999999999899956,1619100.9999852744,13381.0000001217,0
Lexus,GX 460 Base,2015,92000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,28000,301.0,4.6,8.0,24.0,6.0,1,1,5,6,2,4,bom,8,125,65.43478260869566,8.999999999899956,827999.999990796,10222.222222335853,3
Lexus,LX 570 Three-Row,2021,25997,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000,383.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,6,125,67.19298245614034,2.9999999998999556,77990.99999739915,8665.66666695565,3
Volkswagen,Jetta 1.4T SE,2017,61000,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15995,150.0,1.4,4.0,24.0,7.0,2,0,0,13,0,0,bom,1,42,107.14285714285715,6.999999999899956,426999.9999938973,8714.28571441026,1
Mercedes-Benz,E-Class E 300 4MATIC,2018,53705,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,25900,241.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,1,194,120.5,5.999999999899956,322229.99999462714,8950.83333348258,1
Chevrolet,Silverado 1500 1LT,2017,89000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,29999,355.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,bom,2,190,66.9811320754717,6.999999999899956,622999.9999910961,12714.285714467427,3
Chevrolet,Colorado ZR2,2018,76500,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,33500,308.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,3,190,85.55555555555556,5.999999999899956,458999.9999923466,12750.000000212594,2
Lexus,SC 430 Base,2002,109762,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,15000,300.0,4.3,8.0,24.0,5.0,3,2,2,6,5,4,bom,2,125,69.76744186046511,21.999999999899956,2414763.999989019,4989.181818204506,0
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,15500,315.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,bom,7,55,59.43396226415094,10.999999999899956,2529999.99997699,20909.090909281076,0
BMW,325 Ci,2004,178000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,5750,184.0,2.5,6.0,24.0,5.0,3,2,2,4,5,1,bom,1,297,73.6,19.999999999899956,3559999.999982192,8900.00000004452,0
Toyota,Prius Two,2014,80354,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Red,Gray,At least 1 accident or damage reported,Yes,13310,134.0,1.8,4.0,24.0,7.0,2,0,0,0,0,0,avg,1,131,74.44444444444444,9.999999999899956,803539.999991961,8035.40000008039,1
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,49999,450.0,4.0,8.0,24.0,7.0,1,1,3,8,4,2,bom,1,139,112.5,5.999999999899956,367547.9999938715,10209.666666836903,3
Subaru,Legacy 2.5i Premium,2015,68860,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Beige,At least 1 accident or damage reported,Yes,15000,175.0,2.5,4.0,24.0,7.0,2,0,0,0,0,0,avg,1,47,70.0,8.999999999899956,619739.9999931109,7651.111111196161,1
Scion,FR-S Monogram,2014,163019,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,8900,200.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,3,100.0,9.999999999899956,1630189.999983691,16301.900000163092,1
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,10500,225.0,3.0,6.0,24.0,5.0,3,2,2,4,5,1,bom,1,297,75.0,22.999999999899956,2391769.999989596,4521.304347845754,0
Ford,Focus ST Base,2014,110000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495,252.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,224,126.0,9.999999999899956,1099999.999988995,11000.000000110049,1
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,52500,325.0,3.6,6.0,24.0,6.0,3,2,2,4,5,1,avg,4,159,90.27777777777777,17.999999999899956,1732949.9999903683,5348.611111140839,0
Mercedes-Benz,SL-Class SL 550,2013,130000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,26900,429.0,4.6,8.0,24.0,7.0,1,1,5,8,4,2,avg,9,194,93.2608695652174,10.999999999899956,1429999.9999869943,11818.181818289304,3
Kia,Stinger GT2,2018,69100,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,32500,365.0,3.3,6.0,24.0,8.0,0,3,4,10,1,6,bom,2,61,110.60606060606061,5.999999999899956,414599.9999930869,11516.666666858697,2
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500,416.0,3.0,6.0,24.0,8.0,0,3,3,14,1,6,avg,1,159,138.66666666666666,6.999999999899956,485827.9999930565,9914.857142998846,2
Chevrolet,Suburban LT,2020,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500,355.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,bom,8,190,66.9811320754717,3.9999999998999556,371999.99999069585,23250.00000058151,3
BMW,X5 xDrive40i,2020,37000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000,335.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,avg,5,297,111.66666666666667,3.9999999998999556,147999.99999629834,9250.000000231354,2
Lamborghini,Huracan LP580-2,2017,22000,Gasoline,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,210000,573.0,5.2,10.0,24.0,7.0,1,1,3,8,4,2,bom,2,17,110.1923076923077,6.999999999899956,153999.99999779902,3142.857142902061,3
Audi,S4 3.0T Premium,2019,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,48000,349.0,3.0,6.0,24.0,7.0,3,3,4,12,1,1,bom,1,139,116.33333333333333,4.999999999899956,59999.99999879947,2400.0000000480213,2
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,28000,181.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,52,90.5,2.9999999998999556,15278.999999490474,1697.6666667232807,1
Volvo,XC70 3.2,2008,46700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,No,11400,235.0,3.2,6.0,24.0,6.0,3,2,2,4,5,1,avg,2,26,73.4375,15.999999999899956,747199.9999953279,2918.7500000182504,1
Honda,Element EX,2008,192000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,11000,166.0,2.4,4.0,24.0,5.0,2,2,2,2,7,0,avg,2,48,69.16666666666667,15.999999999899956,3071999.9999807915,12000.000000075033,0
Lexus,ES 350 Base,2016,51335,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,25995,268.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,11,125,76.57142857142857,7.999999999899956,410679.9999948642,6416.8750000802465,1
Jaguar,E-PACE S,2019,44000,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000,246.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,36,123.0,4.999999999899956,219999.99999559805,8800.000000176078,2
Toyota,Highlander SE,2019,92000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,30000,295.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,131,84.28571428571429,4.999999999899956,459999.9999907959,18400.000000368163,1
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,None reported,Yes,14300,310.0,5.4,8.0,24.0,6.0,1,1,5,6,2,4,bom,1,224,57.407407407407405,12.999999999899956,2039127.9999843074,12065.84615393901,0
Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,None reported,Yes,17999,321.0,3.6,6.0,24.0,6.0,3,2,2,4,5,1,bom,2,77,89.16666666666667,10.999999999899956,986699.999991026,8154.54545461962,1
Honda,Pilot EX-L,2016,135350,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,19900,280.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,5,48,80.0,7.999999999899956,1082799.999986459,16918.750000211578,1
Land,Rover Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,29993,340.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,2,102,113.33333333333333,5.999999999899956,379769.9999936677,10549.166666842564,2
Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,36500,278.0,3.5,6.0,24.0,7.0,3,3,4,3,9,1,bom,2,131,79.42857142857143,1.9999999998999556,10039.999999497777,2510.0000001255557,2
Jeep,Wrangler Sport,2016,74139,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,23000,285.0,3.6,6.0,24.0,6.0,3,2,2,4,5,1,bom,11,99,79.16666666666667,7.999999999899956,593111.9999925828,9267.375000115893,1
Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,No,15599,311.0,2.0,4.0,16.0,7.0,2,3,1,7,3,3,avg,3,48,155.5,7.999999999899956,771783.9999903485,12059.125000150805,2
Land,Rover LR2 Base,2015,112465,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,11995,240.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,102,120.0,8.999999999899956,1012184.9999887485,12496.111111250018,1
Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17000,348.0,3.8,6.0,24.0,7.0,3,3,4,12,9,1,bom,2,49,91.57894736842105,8.999999999899956,539999.9999939974,6666.6666667407735,1
FIAT,124 Spider Abarth,2017,45000,Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,22500,164.0,1.4,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,4,117.14285714285715,6.999999999899956,314999.999995498,6428.5714286633065,1
BMW,M6 Base,2015,18651,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,59549,560.0,4.4,8.0,24.0,7.0,1,1,3,5,6,2,bom,3,297,127.27272727272727,8.999999999899956,167858.99999813407,2072.3333333563696,3
Lincoln,LS V8,2002,42000,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,11000,252.0,3.9,8.0,24.0,7.0,3,1,5,3,9,1,avg,1,34,64.61538461538461,21.999999999899956,923999.9999957981,1909.0909090995906,0
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,7000,302.0,5.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,194,60.4,18.999999999899956,3338717.99998242,9248.526315838171,0
Cadillac,Escalade Platinum,2018,49273,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,54000,420.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,77,67.74193548387096,5.999999999899956,295637.9999950705,8212.166666803598,3
BMW,X4 xDrive30i,2022,34800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,46000,248.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,297,124.0,1.9999999998999556,69599.99999651845,17400.000000870386,2
McLaren,570S Spider,2020,8700,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,185000,562.0,3.8,8.0,24.0,7.0,1,3,3,5,6,2,bom,3,5,147.89473684210526,3.9999999998999556,34799.99999912961,2175.000000054399,3
BMW,X5 xDrive40i,2019,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gold,None reported,Yes,43000,335.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,5,297,111.66666666666667,4.999999999899956,249999.99999499778,10000.000000200089,2
Tesla,Model X Long Range Plus,2021,46897,Elétrico,557.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,69000,557.0,3.5,6.0,24.0,7.0,1,3,3,5,6,6,bom,2,47,159.14285714285714,2.9999999998999556,140690.99999530823,15632.333333854642,2
BMW,535 i xDrive,2013,46150,Gasoline,306.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,17000,306.0,3.0,6.0,24.0,7.0,3,3,4,12,9,1,avg,7,297,102.0,10.999999999899956,507649.99999538297,4195.454545492703,1
Chevrolet,Tahoe LT,2018,55000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,37900,355.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,bom,5,190,66.9811320754717,5.999999999899956,329999.9999944976,9166.666666819512,3
Chevrolet,Camaro 2SS,2016,49600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,32500,455.0,6.2,8.0,24.0,8.0,1,1,5,8,4,2,bom,12,190,73.38709677419355,7.999999999899956,396799.9999950378,6200.000000077534,3
Kia,Sorento LX V6,2019,86204,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Sparkling Silver,Satin Black,At least 1 accident or damage reported,No,20708,311.0,3.3,6.0,24.0,8.0,0,3,4,10,9,6,mau,1,61,94.24242424242425,4.999999999899956,431019.9999913758,17240.80000034497,2
BMW,750 750i xDrive,2021,10917,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Black,None reported,No,73998,311.0,4.4,6.0,24.0,7.0,3,3,4,12,9,1,avg,1,297,70.68181818181817,2.9999999998999556,32750.999998907813,3639.000000121354,2
BMW,M5 Base,2008,77750,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Silver,None reported,Yes,21000,500.0,5.0,10.0,24.0,7.0,1,1,5,8,4,2,bom,11,297,100.0,15.999999999899956,1243999.9999922216,4859.375000030384,3
Mitsubishi,Outlander Sport 2.4 SE,2016,131193,Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,Yes,11970,311.0,2.4,4.0,16.0,7.0,2,3,1,7,3,3,bom,1,17,129.58333333333334,7.999999999899956,1049543.9999868749,16399.12500020508,2
Porsche,Cayman Base,2011,67998,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,30000,265.0,2.9,6.0,24.0,6.0,3,2,2,4,5,1,bom,5,159,91.37931034482759,12.999999999899956,883973.9999931972,5230.615384655638,1
Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,16000,210.0,3.7,6.0,24.0,7.0,3,0,4,3,9,1,bom,4,65,56.75675675675675,16.999999999899956,620499.9999963484,2147.0588235420473,1
Ford,F-150 Lariat,2011,152000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,14000,365.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,7,224,104.28571428571429,12.999999999899956,1975999.9999847934,11692.307692397673,0
Porsche,911 Turbo,2018,12088,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,169000,540.0,3.8,6.0,24.0,7.0,1,3,3,5,6,6,bom,5,159,142.10526315789474,5.999999999899956,72527.99999879066,2014.6666667002594,2
Lexus,ES 250 Base,2021,17570,Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,No,39998,311.0,2.5,6.0,24.0,7.0,3,3,4,14,1,1,avg,2,125,124.4,2.9999999998999556,52709.999998242216,5856.6666668619755,2
Hummer,H2 Base,2005,110900,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19500,325.0,6.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,4,7,54.166666666666664,18.999999999899956,2107099.999988905,5836.842105293892,0
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,12000,302.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,9,194,86.28571428571429,11.999999999899956,1149791.9999904141,7984.666666733235,1
Ford,Mustang Premium,2007,126000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,9000,210.0,4.0,6.0,24.0,7.0,3,0,4,3,9,1,bom,3,224,52.5,16.999999999899956,2141999.9999873945,7411.764705925971,0
Ford,EcoSport SES,2019,106000,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,12000,166.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,1,224,83.0,4.999999999899956,529999.9999893953,21200.00000042419,1
Hyundai,Genesis 3.8,2015,61300,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,No,20150,311.0,3.8,6.0,24.0,8.0,0,3,4,10,9,6,avg,3,49,81.8421052631579,8.999999999899956,551699.9999938672,6811.111111186824,2
Cadillac,CTS Luxury,2012,62500,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,18955,270.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,avg,3,77,90.0,11.999999999899956,749999.9999937472,5208.333333376755,1
GMC,Yukon Denali,2018,76000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44500,420.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,55,67.74193548387096,5.999999999899956,455999.9999923966,12666.66666687787,3
